タイトル,住所,dslurl,Webサイト,電話番号,営業時間,rental,longitude,latitude,pref,primary_station,distance_to_primary_station_m,candidate_stations,station_count,ward,primary_area,candidate_areas,article_tags,is_partner,partner_link,partner_priority
JOYFIT24 石川台,〒145-0065 東京都大田区東雪谷２丁目５-１ 1F・2F エンゼルハイム東雪谷,,http://joyfit.jp/ishikawadai/?utm_source=google&utm_medium=maps&utm_campaign=gmb,03-6425-9993,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6842379,35.597792,東京,石川台駅,133.0,石川台駅|洗足池駅|雪が谷大塚駅|緑が丘駅|大岡山駅|北千束駅|奥沢駅|長原駅|御嶽山駅|田園調布駅,0.0,大田区,蒲田,蒲田,area:蒲田|feature:24h|feature:midnight,0,,0
ＪＰスタジオ,〒165-0027 東京都中野区野方５丁目１７-１０,,http://jp-studio.net/,03-3310-7771,,1.0,139.6508885,35.7194679,東京,野方駅,193.0,野方駅|都立家政駅|鷺ノ宮駅|沼袋駅|高円寺駅|新井薬師前駅,0.0,中野区,中野,中野,area:中野,0,,0
K DANCE STUDIO 1024,〒206-0002 東京都多摩市一ノ宮１丁目２５-２ ガーデンヒルズ聖蹟桜ヶ丘 1F,,https://k-dancestudio1024.com/,042-316-9567,"2024-02-29 木曜日 定休日
2024-03-01 金曜日 15時30分～22時45分
2024-03-02 土曜日 10時30分～20時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 15時30分～22時45分
2024-03-05 火曜日 15時30分～22時45分
2024-03-06 水曜日 15時30分～22時45分
",1.0,139.440461,35.6514009,東京,聖蹟桜ヶ丘駅,614.0,聖蹟桜ヶ丘駅|百草園駅|中河原駅,0.0,多摩市,多摩センター,多摩センター,area:多摩センター|feature:24h|feature:midnight,0,,0
アナログスタジオ,"笹屋ビル ２F, ４丁目-３４-８ 両国 墨田区 東京都 130-0026",,https://www.analog-st.com/,,,1.0,139.7973714,35.695111,東京,蔵前駅,1102.0,蔵前駅,1.0,墨田区,錦糸町,錦糸町,area:錦糸町|station:蔵前駅,0,,0
K-Dance Style【ケイ-ダンス スタイル】,〒174-0076 東京都板橋区上板橋２丁目８-２ WBD上板橋第3 B004,,https://k-dance-style.com/,03-6913-0778,"2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～18時00分
2024-03-03 日曜日 定休日
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1.0,139.6736091,35.7623764,東京,上板橋駅,284.0,上板橋駅|東武練馬駅|ときわ台駅|氷川台駅|平和台駅,0.0,板橋区,成増,成増,area:成増|feature:24h|feature:midnight,0,,0
K-POP、HIPHOPキッズダンススクール｜クレドダンススタジオ,〒141-0031 東京都品川区西五反田２丁目１７-８ 管野ビル 3F,,https://cred-dance-studio.jp/,0120-049-010,"2024-02-29 木曜日 17時00分～18時00分
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 11時00分～12時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 17時00分～18時00分
2024-03-06 水曜日 定休日
",1.0,139.7212074,35.6262928,東京,五反田駅,203.0,五反田駅|目黒駅|大崎駅,3.0,品川区,品川,品川|五反田|大井町|目黒,area:品川|station:五反田駅|station:目黒駅|station:大崎駅|feature:24h|feature:midnight,0,,0
K-Studio dance & music,〒113-0031 東京都文京区根津２丁目７-１ Parade根津 101,,https://k-studio-tokyo.com/,03-3824-1743,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.7673447,35.7170454,東京,上野駅,966.0,上野駅,1.0,文京区,後楽園,後楽園,area:後楽園|station:上野駅|feature:24h|feature:midnight,0,,0
K'sLinkStudio御徒町,〒110-0005 東京都台東区上野３丁目１９-４ フロンティアサカイビル 1F,,https://kslink.jp/?page_id=1557,03-4546-1610,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7735449,35.7058795,東京,秋葉原駅,803.0,秋葉原駅|上野駅,2.0,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:秋葉原駅|station:上野駅|feature:24h|feature:midnight,0,,0
K2studio,〒182-0002 東京都調布市仙川町１丁目２７-２４,,http://www.k2-studio.info/K2studio/,03-5314-9974,,1.0,139.5864358,35.6626911,東京,仙川駅,145.0,仙川駅|つつじヶ丘駅|千歳烏山駅,0.0,調布市,調布,調布,area:調布,0,,0
Ka Hula O Hawai?i,〒150-0013 東京都渋谷区恵比寿４丁目４-５ ?三伊藤ビル 3F,,https://kahulaohawaii.com/,03-5795-2873,,1.0,139.7118565,35.6455292,東京,恵比寿駅,204.0,恵比寿駅,1.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:恵比寿駅,0,,0
KAI Ballet Academy,〒150-0011 東京都渋谷区東２丁目２６-１４ NNBLDG,,https://kai-ballet-academy.amebaownd.com/,03-3797-4877,,1.0,139.7071429,35.6525,東京,恵比寿駅,699.0,恵比寿駅|渋谷駅,2.0,渋谷区,渋谷,渋谷|恵比寿|代官山|原宿,area:渋谷|station:恵比寿駅|station:渋谷駅,0,,0
KAJIWARA BALLET WORKS,〒116-0011 東京都荒川区西尾久５丁目２４-１０,,https://www.kajiwara-ballet.com/,090-1769-2446,"2024-02-29 木曜日 9時00分～22時00分
2024-03-01 金曜日 9時00分～22時00分
2024-03-02 土曜日 9時00分～22時00分
2024-03-03 日曜日 9時00分～22時00分
2024-03-04 月曜日 9時00分～22時00分
2024-03-05 火曜日 9時00分～22時00分
2024-03-06 水曜日 9時00分～22時00分
",1.0,139.7586393,35.7493101,東京,荒川遊園地前駅,161.0,荒川遊園地前駅|小台駅|尾久駅|荒川車庫前駅|宮ノ前駅|梶原駅|熊野前駅|上中里駅|赤土小学校前駅|足立小台駅,0.0,荒川区,日暮里,日暮里,area:日暮里|feature:24h|feature:midnight,0,,0
KaQiLa～カキラ～スタジオ／株式会社キッズ・カンパニー,〒106-0032 東京都港区六本木２丁目４-９ アソルティー六本木一丁目６Ｆ,,http://www.kaqila.com/,03-3568-2010,"2024-02-29 木曜日 9時30分～17時00分
2024-03-01 金曜日 9時30分～17時00分
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 9時30分～17時00分
2024-03-05 火曜日 9時30分～17時00分
2024-03-06 水曜日 9時30分～21時00分
",1.0,139.7364723,35.665755,東京,六本木駅,566.0,六本木駅|赤坂駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:六本木駅|station:赤坂駅|feature:24h|feature:midnight,0,,0
KBAバレエスタジオ御茶ノ水,〒113-0034 東京都文京区湯島１丁目１２-６ 地下1F 高関ビル,,https://ballet-kba.com/,03-3772-3426,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 9時45分～12時00分
2024-03-04 月曜日 定休日
2024-03-05 火曜日 19時00分～20時15分
2024-03-06 水曜日 定休日
",1.0,139.7673295,35.7026575,東京,秋葉原駅,763.0,秋葉原駅,1.0,文京区,後楽園,後楽園,area:後楽園|station:秋葉原駅|feature:24h|feature:midnight,0,,0
スタジオ アーキタンツ architanz,〒105-0023 東京都港区芝浦１丁目１３-１０,,http://a-tanz.com/,,"2024-02-29 木曜日 9時30分～21時30分
2024-03-01 金曜日 9時30分～21時30分
2024-03-02 土曜日 9時30分～19時15分
2024-03-03 日曜日 9時30分～19時15分
2024-03-04 月曜日 9時30分～21時30分
2024-03-05 火曜日 9時30分～21時30分
2024-03-06 水曜日 9時30分～21時30分
",1.0,139.7536024,35.6462435,東京,田町駅,548.0,田町駅|浜松町駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:田町駅|station:浜松町駅|feature:24h|feature:midnight,0,,0
KM Dance Arts,〒102-0076 東京都千代田区五番町５-１８ 地下1階,,https://www.kmdancearts-ichigaya.com/,03-6879-9796,"2024-02-29 木曜日 12時00分～22時00分
2024-03-01 金曜日 12時00分～22時00分
2024-03-02 土曜日 12時00分～20時00分
2024-03-03 日曜日 9時00分～18時00分
2024-03-04 月曜日 12時00分～22時00分
2024-03-05 火曜日 12時00分～22時00分
2024-03-06 水曜日 12時00分～22時00分
",1.0,139.7357024,35.6900208,東京,市ケ谷駅,111.0,市ケ谷駅|麹町駅|四ツ谷駅|半蔵門駅|牛込神楽坂駅|曙橋駅|永田町駅|四谷三丁目駅|牛込柳町駅|赤坂見附駅,0.0,千代田区,秋葉原,秋葉原,area:秋葉原|feature:24h|feature:midnight,0,,0
江戸川区キッズアクション,〒133-0051 東京都江戸川区北小岩１丁目１７-１ 小岩アーバンプラザ,,https://kidsactiontheater.com/,,"LGBTQ フレンドリー2024-02-29 木曜日 定休日
2024-03-01 金曜日 定休日
2024-03-02 土曜日 定休日
2024-03-03 日曜日 定休日
2024-03-04 月曜日 17時00分～18時00分
2024-03-05 火曜日 定休日
2024-03-06 水曜日 18時00分～20時00分
",1.0,139.8923726,35.7358306,東京,江戸川駅,389.0,江戸川駅|国府台駅|小岩駅|京成小岩駅|市川駅|市川真間駅,0.0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h|feature:midnight,0,,0
kokokara,〒102-0082 東京都千代田区一番町１３-１６ 一番町法眼坂ビル 1階,,https://www.tokyo-ballet.co.jp/,090-7649-9641,LGBTQ フレンドリー,1.0,139.7411928,35.6868861,東京,半蔵門駅,181.0,半蔵門駅|麹町駅|市ケ谷駅|永田町駅|四ツ谷駅|赤坂見附駅|九段下駅|国会議事堂前駅|竹橋駅|牛込神楽坂駅,0.0,千代田区,秋葉原,秋葉原,area:秋葉原,0,,0
ダンススクエア 浦安スタジオ,〒279-0002 千葉県浦安市北栄１丁目１-１５ 3階,,http://d-s-u-s.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.8949659,35.6648122,東京,浦安駅,195.0,浦安駅|南行徳駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
ＫＳＣダンススタジオ,〒211-0024 神奈川県川崎市中原区西加瀬１８-６ ＫＳＣハイツ,,http://www.ksc-dance.com/,044-433-5173,"2024-02-29 木曜日 10時00分～21時00分
2024-03-01 金曜日 10時00分～21時00分
2024-03-02 土曜日 10時00分～21時00分
2024-03-03 日曜日 10時00分～21時00分
2024-03-04 月曜日 10時00分～21時00分
2024-03-05 火曜日 10時00分～21時00分
2024-03-06 水曜日 10時00分～21時00分
",1.0,139.658607,35.5576994,東京,元住吉駅,842.0,元住吉駅|日吉駅|平間駅|新川崎駅|鹿島田駅|向河原駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
ＫＴスタジオ,〒110-0012 東京都台東区竜泉３丁目６-４ あらきビル,,http://ktdancestudio.blog.fc2.com/blog-entry-1.html?sp,03-3875-2116,"2024-02-29 木曜日 11時00分～18時00分
2024-03-01 金曜日 11時00分～18時00分
2024-03-02 土曜日 11時00分～18時00分
2024-03-03 日曜日 11時00分～18時00分
2024-03-04 月曜日 11時00分～18時00分
2024-03-05 火曜日 11時00分～18時00分
2024-03-06 水曜日 11時00分～18時00分
",1.0,139.793575,35.7250055,東京,三ノ輪駅,551.0,三ノ輪駅|入谷駅|荒川一中前駅|南千住駅|荒川区役所前駅|鶯谷駅|田原町駅|荒川二丁目駅|浅草駅|三河島駅,0.0,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|feature:24h|feature:midnight,0,,0
SUMUZO STUDIO SHINBASHI,〒105-0004 東京都港区新橋６丁目７-３ アシスト新橋ビル,,https://studio.sumuzo.info/,,,1.0,139.7554647,35.661918,東京,新橋駅,555.0,新橋駅|浜松町駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:新橋駅|station:浜松町駅,0,,0
Lanikai Dance Studio,〒134-0083 東京都江戸川区中葛西５丁目２０-１９ ローヤルマンション葛西 1階,,https://lanikai.tokyo/,03-5878-0230,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,139.8705263,35.6623413,東京,葛西駅,234.0,葛西駅|西葛西駅,0.0,江戸川区,西葛西,西葛西,area:西葛西|feature:24h|feature:midnight,0,,0
Las Danzas in Tokyo,〒162-0065 東京都新宿区住吉町 １-１８TVB曙橋ビル3階,,https://las-danzas.com/,03-6274-8408,"LGBTQ フレンドリー2024-02-29 木曜日 8時00分～0時00分
2024-03-01 金曜日 8時00分～0時00分
2024-03-02 土曜日 8時00分～0時00分
2024-03-03 日曜日 8時00分～0時00分
2024-03-04 月曜日 8時00分～0時00分
2024-03-05 火曜日 8時00分～0時00分
2024-03-06 水曜日 8時00分～0時00分
",1.0,139.7229723,35.6922128,東京,曙橋駅,36.0,曙橋駅|四谷三丁目駅|牛込柳町駅|若松河田駅|四ツ谷駅|市ケ谷駅|新宿御苑前駅|信濃町駅|牛込神楽坂駅|早稲田駅,0.0,新宿区,新宿,新宿|西新宿|高田馬場|新大久保,area:新宿|feature:24h|feature:midnight,0,,0
ソニズダンススタジオ茗荷谷店,〒112-0006 東京都文京区小日向４丁目６-１９ 共立会館ビル B1階,,https://sonysdance.com/,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7372211,35.7172547,東京,茗荷谷駅,42.0,茗荷谷駅|護国寺駅|江戸川橋駅|新大塚駅|千石駅|白山駅|神楽坂駅|後楽園駅|本駒込駅|向原駅,0.0,文京区,後楽園,後楽園,area:後楽園|feature:24h|feature:midnight,0,,0
Letmedanceダンススタジオ 橋本南口本校,〒252-0143 神奈川県相模原市緑区橋本２丁目１０-１７,,https://letmedance.jp/,080-3240-3326,"オーナーが女性と確認されたビジネス2024-02-29 木曜日 定休日
2024-03-01 金曜日 10時00分～22時30分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～20時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時30分
2024-03-06 水曜日 10時00分～22時30分
",1.0,139.3401738,35.5951944,東京,橋本駅,437.0,橋本駅|相原駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
Letmedanceダンススタジオ 橋本北口校,〒252-0143 神奈川県相模原市緑区橋本３丁目３-１ ＳＩＮＧ橋本 2F,,https://letmedance.jp/,080-3240-3326,"LGBTQ フレンドリー2024-02-29 木曜日 定休日
2024-03-01 金曜日 12時00分～20時00分
2024-03-02 土曜日 10時30分～19時00分
2024-03-03 日曜日 13時00分～18時00分
2024-03-04 月曜日 12時00分～20時00分
2024-03-05 火曜日 11時00分～19時00分
2024-03-06 水曜日 12時00分～18時00分
",1.0,139.3485677,35.5947131,東京,橋本駅,324.0,橋本駅|南橋本駅|多摩境駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
LIGHT WORKS STUDIO,〒153-0052 東京都目黒区祐天寺１丁目２２-６,,https://www.lightworks-studio.jp/,03-5720-8673,,1.0,139.6919725,35.6382866,東京,祐天寺駅,132.0,祐天寺駅|中目黒駅|学芸大学駅|代官山駅|池尻大橋駅|恵比寿駅|三軒茶屋駅,0.0,目黒区,中目黒,中目黒,area:中目黒,0,,0
BUZZ レンタルスタジオ 上野店,〒110-0003 東京都台東区根岸３丁目６-３ 小林ビル 地下1階,,,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.7800445,35.7222371,東京,上野駅,975.0,上野駅|日暮里駅,2.0,台東区,上野,上野|浅草|御徒町|蔵前,area:上野|station:上野駅|station:日暮里駅|feature:24h|feature:midnight,0,,0
BUZZ LIVE 赤坂,〒107-0052 東京都港区赤坂３丁目１５-３ 忍路ビル B1,,,,,1.0,139.7372293,35.674372,東京,赤坂駅,100.0,赤坂駅|青山一丁目駅,2.0,港区,六本木,六本木|赤坂|麻布|新橋,area:六本木|station:赤坂駅|station:青山一丁目駅,0,,0
LOICX DANCE STUDIO,〒460-0002 愛知県名古屋市中区丸の内３丁目２０-９,,http://www.loicx-girls.com/,0120-619-355,"2024-02-29 木曜日 10時00分～22時00分
2024-03-01 金曜日 10時00分～22時00分
2024-03-02 土曜日 10時00分～22時00分
2024-03-03 日曜日 10時00分～22時00分
2024-03-04 月曜日 10時00分～22時00分
2024-03-05 火曜日 10時00分～22時00分
2024-03-06 水曜日 10時00分～22時00分
",1.0,136.9060101,35.1743258,東京,久屋大通駅,173.0,久屋大通駅|栄町駅|栄駅|名古屋城駅|丸の内駅|高岳駅|伏見駅|東大手駅|矢場町駅|新栄町駅,0.0,その他,その他,その他,feature:24h|feature:midnight,0,,0
ソニズレンタルスタジオ方南町店,〒168-0063 東京都杉並区和泉４丁目５１-１４,,https://sonysdance.com/studio/hounan-a,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6565733,35.6828706,東京,方南町駅,103.0,方南町駅|中野富士見町駅|代田橋駅|笹塚駅|永福町駅|東高円寺駅|明大前駅|新高円寺駅|中野新橋駅|幡ヶ谷駅,0.0,杉並区,高円寺,高円寺,area:高円寺|feature:24h|feature:midnight,0,,0
ソニズレンタルスタジオ新中野鍋横第2店,〒164-0012 東京都中野区本町４丁目３０-１１ アーク新中野 B1,,https://sonysdance.com/studio/nabe2,,"2024-02-29 木曜日 24 時間営業
2024-03-01 金曜日 24 時間営業
2024-03-02 土曜日 24 時間営業
2024-03-03 日曜日 24 時間営業
2024-03-04 月曜日 24 時間営業
2024-03-05 火曜日 24 時間営業
2024-03-06 水曜日 24 時間営業
",1.0,139.6699031,35.6959183,東京,中野駅,1155.0,中野駅,1.0,中野区,中野,中野,area:中野|station:中野駅|feature:24h|feature:midnight,0,,0
